farm_name,state,city,county,county_source,address,postal_code,products,phone,email,website_url,facebook_url,instagram_url,source_names,source_urls,source_modified_date,retrieved_date,source_passes,current_release_match,review_status,notes
Pearl River Apiaries,MS,Harrisville,Simpson,U.S. Census geocoder from public source address,"1396 Old River Rd, Harrisville, MS 39082",39082,,601-842-4243,ranthonyphillips@gmail.com,,https://www.facebook.com/share/1AwEC19TVB/?mibextid=wwXIfr,,Genuine MS — Raised,https://genuinems.com/directory/pearl-river-apiaries/,2026-04-15,2026-07-15,1,,New candidate — recent authoritative profile,
Pearl River Blues Berry Farm,MS,Lumberton,Pearl River,PickYourOwn listing,,,"blueberries, and prepicked produce, restrooms, picnic area |",601-796-9800,amy@pearlriverblues.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,Pearl River Blues Berry Farm,Existing release row — enrich/verify,Conservative import: listing was not marked closed; confirm activity before promotion.
Pearl River Tea Company,MS,Poplarville,Pearl River,U.S. Census geocoder from public source address,"574 Slade Woodward Road, Poplarville, Mississippi 39470",39470,Tea- Camellia Sinensis; Blueberries-fresh/frozen,(504) 782-0779,donvdw1@gmail.com,,https://www.facebook.com/jdfarms.us/,,Genuine MS — Grown,https://genuinems.com/directory/pearl-river-tea-company/,2024-05-09,2026-07-15,1,,New candidate — needs independent verification,
Pecan Hill Farms,MS,Raymond,Hinds,PickYourOwn listing,,,"No pesticides are used blackberries, blueberries, flowers, porta-potties, picnic area you may bring your own food, school tours |",(601) 594-2012,susandraughn@comcast.net,,,,PickYourOwn — Jackson/West Central,https://www.pickyourown.org/MSjackson.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Pennington Farms Honey,MS,Pearl,Rankin,U.S. Census geocoder from public source address,"186 Cooperhurst Road, Pearl, Mississippi 39208",39208,Honey; Creamed Honey; Honeybees; BeesWax; The Natchez Solution wood conditioner; TLC Leather Care,(601) 260-2992,mississippihoney@live.com,http://mississippihoney.com/,https://www.facebook.com/PenningtonFarmsHoney/,http://instagram.com/mississippihoney,Genuine MS — Raised,https://genuinems.com/directory/pennington-farms-honey/,2023-08-07,2026-07-15,1,,New candidate — needs independent verification,
"Persimmon Ridge Family Farm, LLC",MS,Philadelphia,,,"10081 Road 1113, Philadelphia, MS 39350",10081,"beef, whole; beef, half; beef, quarter; beef, packages; beef, individual cuts",(601) 573-6852,neil.barnes@earthlink.net,https://persimmonridgefamilyfarm.com/,https://www.facebook.com/PRFamilyFarm/,,Genuine MS — Raised,https://genuinems.com/directory/persimmon-ridge-family-farm-llc/,2024-06-11,2026-07-15,1,,New candidate — needs independent verification,
Picayune Blueberry Farm,MS,Picayune,Pearl River,PickYourOwn listing,,,"blueberries, blackberries |",601-799-7243,picayuneblueberries@gmail.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,Picayune Blueberry Farm,Existing release row — enrich/verify,Conservative import: listing was not marked closed; confirm activity before promotion.
Pine Valley Farms,MS,Laurel,Jones,PickYourOwn listing,,,"broad beans, corn (sweet), cucumbers, summer squash, tomatoes, other vegetables, prepicked produce, restrooms, picnic area, farm animals, birthday parties, school tours |",410-795-8314,info@pvf.opgtest.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Pistolville Market and Grill,MS,Guntown,Lee,U.S. Census geocoder from public source address,"1430 Hwy 145, Guntown, Mississippi 38849",38849,Mississippi raised beef; Mississippi purple hull peas; Sweet corn,(662) 372-5428,mississippieatz@yahoo.com,,,,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/pistolville-market-and-grill/,,2026-07-15,1,,New candidate — needs independent verification,
Plow Horse Produce,MS,Forest,Smith,PickYourOwn listing,,,"peas, peppers, summer squash, tomatoes, |",601-900-8673,kbgoss0327@yahoo.com,,,,PickYourOwn — East Central,https://www.pickyourown.org/MSeast.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Pontotoc Blueberry Ridge,MS,Pontotoc,Pontotoc,PickYourOwn listing,,,Blueberries |,662-489-8481,teresa@brysoncaron.com,,,,PickYourOwn — North,https://www.pickyourown.org/MSnorth.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Primas Family Farm,MS,Columbia,Marion,U.S. Census geocoder from public source address,"14 Jerdon Drive, Columbia, MS 39429",39429,Cucumbers; Squash; Tomatoes; Okra; Watermelons; Bell Peppers,601-554-6211,walterprimas195@gmail.com,,,,Genuine MS — Grown,https://genuinems.com/directory/primas-family-farm/,2026-05-26,2026-07-15,1,,New candidate — recent authoritative profile,
Pumpkin Patch Farms,MS,Blue Mountain,Tippah,PickYourOwn listing,,,"corn (sweet), cucumbers, eggplants, flowers, melons, onions, peas, peppers, pumpkins, summer squash, winter squash, strawberries, tomatoes, other vegetables, Honey from hives on the farm, prepicked produce, farm market, gift shop, snacks and refreshment stand, restrooms, picnic area, face painting, pony rides, petting zoo, farm animals, birthday parties, weddings and wedding parties, school tours, events at your location (call for info) |",662-685-4328,clay@pumpkinpatchfarms.com,,,,PickYourOwn — North,https://www.pickyourown.org/MSnorth.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
R & R Vineyard,MS,Greenwood Springs,,,"50173 Greenwood Springs Rd, Greenwood Springs , MS 38848",50173,Specialty Paintings and Portraits; Bunch Grape Wines; Fruit Wines,(662) 436-9494,ruth@ruthsart4u.com,https://ruthsart4u.com/,https://www.facebook.com/RuthsFineArt4u/,,Genuine MS — Grown,https://genuinems.com/directory/r-r-vineyard/,2026-01-07,2026-07-15,1,,New candidate — recent authoritative profile,
"Reaper's Suburban Homestead, LLC",MS,,,,104 Avery Court,,Tomatoes Cabbage Brussels Sprouts Broccoli Collards Chocolate Mint Peppers Basil Squash Zucchini Dill Parsley Cilantro Kale Swiss Chard Beets,,reapersh.ms@gmail.com,,,,MDAC Mississippi Farmers Market vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=277,,2026-07-15,2,,New candidate — needs independent verification,
"Red Bird Farms, LLC",MS,Kosciusko,Leake,U.S. Census geocoder from public source address,"460 Massey Road, Kosciusko, Mississippi 39090",39090,Christmas Trees,(601) 562-9545,redbirdfarmsms@gmail.com,,https://www.facebook.com/RedBirdFarmsMS,,Genuine MS — Grown,https://genuinems.com/directory/red-bird-farms-llc/,2025-12-22,2026-07-15,1,,New candidate — recent authoritative profile,
Red River Trading Company,MS,Brandon,Rankin,U.S. Census geocoder from public source address,"3012 LOUIS WILSON DR, Brandon, Mississippi 39042",39042,Tomatoes; Okra; Eggplant; Cucumbers; Peppers; Squash; Zucchini,601-613-1440,mcvet042@gmail.com,,,,Genuine MS — Grown,https://genuinems.com/directory/red-river-trading-company/,2026-05-05,2026-07-15,1,,New candidate — recent authoritative profile,
Reese Orchard,MS,Starkville,Oktibbeha,PickYourOwn listing,,,"blueberries, muscadines/scuppernongs, pears, persimmons |",662-324-1509,reese@dellmail.com,,,,PickYourOwn — East Central,https://www.pickyourown.org/MSeast.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Restoration Ministry of MS Recovery Ranch,MS,Pelahatchie,Rankin,U.S. Census geocoder from public source address,"315 Barefoot Springs Road, Pelahatchie, Ms 39145",39145,,6015641511,restorationministryofms@gmail.com,https://restorationministryofms.com/,https://www.facebook.com/share/18dqEopTKa/,,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/restoration-ministry-of-ms-recovery-ranch/,,2026-07-15,1,,New candidate — needs independent verification,
Richard Williamson's Blueberry Farm,MS,Holly Springs,Marshall,PickYourOwn listing,,,"Blueberries, |",,Jennylynn.eyes4you@gmail.com,,,,PickYourOwn — North,https://www.pickyourown.org/MSnorth.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Ricky Joe's Farm,MS,Morton,Scott,PickYourOwn listing,,,"blueberries, Muscadines, grapes, |",601-966-2913,rickyjoefarm@yahoo.com,,,,PickYourOwn — East Central,https://www.pickyourown.org/MSeast.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
River Road Pecans,MS,Benoit,Bolivar,U.S. Census geocoder from public source address,"77 Burrus Rd. , Benoit, Mississippi 38725",38725,Pecans,(662) 822-6711,rrpecans@gmail.com,,,,Genuine MS — Grown,https://genuinems.com/directory/river-road-pecans/,2025-05-09,2026-07-15,1,River Road Pecans,Existing release row — enrich/verify,
Rivers Plant Farm and Nusery,MS,Brandon,Rankin,U.S. Census geocoder from public source address,"590 Rock Hill Rd, Brandon, MS 39042",39042,Flowers; Shrubs; Vegetables; Trees,(601) 825-8916,riversplantfarm@gmail.com,https://www.riversgreenhouseandgarden.com/,https://www.facebook.com/Rivers-Greenhouse-and-Garden-Brandon-132967750085899,http://instagram.com/riversgreenhouseandgarden,Genuine MS — Grown,https://genuinems.com/directory/rivers-plant-farm-and-nusery/,2025-04-21,2026-07-15,1,,New candidate — recent authoritative profile,
Rowell Farms,MS,Heidelberg,Clarke,PickYourOwn listing,,,"wide variety of produce such as Tomatoes, Field peas like pink eyed/purple-hull peas, Snap beans, Potatoes, Watermelons, Squash, Cucumbers, Okra. |",(601) 685-0421,contact@rowellfarms.com,,,,PickYourOwn — East Central,https://www.pickyourown.org/MSeast.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Rusty Acres Produce,MS,Houston,Chickasaw,U.S. Census geocoder from public source address,"1318 County Road 416, Houston, Mississippi 38851",38851,Tomatoes; Watermelons; Cantaloupe; Squash; Sweet Corn,(662) 542-1105,eddie.wiggs@netzero.com,,,,Genuine MS — Grown,https://genuinems.com/directory/rusty-acres-produce/,2024-03-22,2026-07-15,1,,New candidate — needs independent verification,
Salad Days,MS,Flora,Madison,U.S. Census geocoder from public source address,"256 First Street, Flora, Mississippi 39071",39071,Bibb lettuce; Spring Mix lettuce; Basil,(601) 209-8611,leigh@saladdaysproduce.com,https://www.saladdaysproduce.com,https://www.facebook.com/saladdaysproduce/,http://instagram.com/saladdaysproduce,Genuine MS — Grown,https://genuinems.com/directory/salad-days/,2024-04-17,2026-07-15,1,Salad Days,Existing release row — enrich/verify,
Sandy Run Farm,MS,,Lamar,PickYourOwn listing,,,"Blueberries, blackberries, pumpkins, pumpkin patch |",601-296-0630,sandyrunfarms@gmail.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Sandy Run Farm & Nursery LLC,MS,Purvis,Lamar,U.S. Census geocoder from public source address,"1092 Brooks Rd, Purvis, MS 39475",39475,Blueberries; Blackberries; Peaches; Persimmons; Pumpkins; Jams and Jellies; Blueberry Lemonade,(601) 296-0630,sandyrunfarms@gmail.com,,https://www.facebook.com/sandyrunfarm1/,,Genuine MS — Grown,https://genuinems.com/directory/sandy-run-farm-nursery-llc/,2025-12-22,2026-07-15,1,,New candidate — recent authoritative profile,
SARAH'S FARM,MS,,,,175 Horseshoe Lane,,"WATERMEOLNS, TOMATOES, SQUASH, CUCUMBERS, PEPPERS, and OKRA",(601) 299-4325,shortonrn2@aol.com,,,,MDAC Mississippi Farmers Market vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=181,,2026-07-15,2,,New candidate — needs independent verification,
Sassy’s Salsa,MS,Morton,Scott,U.S. Census geocoder from public source address,"3582 Morton Rankin County Line Road, Morton, MS 39117",39117,"Salsa; Pickled Eggs; Bread & butter pickles; sweet pickles and dill pickles and roasted garlic pickles; horseradish; Pickled okra; cayenne peppers; Pear, peach, plum, blueberry, strawberry, blackberry, muscadine jelly; Strawberry jalapeño, pineapple jalapeño, blueberry hot pepper, hot pepper jelly; cayenne peppers",601-506-6532,cmoore1027@yahoo.com,,,,Genuine MS — Grown,https://genuinems.com/directory/sassys-salsa/,2026-05-27,2026-07-15,1,,New candidate — recent authoritative profile,
Sawyer Farms,MS,Lumberton,Lamar,PickYourOwn listing,,,blueberries |,(504) 388-5422,events@sawyer-farms.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Sea Alis Seafood Company,MS,Long Beach,,,"PO Box 150, Long Beach, MS 39560",39560,Whole fish (fresh/ frozen); Fish fillet w/ skin-on (fresh/ frozen); Fish fillet w/ skin-off (fresh/ frozen); Fish collars (throats); Wild shimp; Wild oysters; Wild blue crabs (live),(222) 341-7719,Sales@SeaAlis.com,https://www.SeaAlis.com,https://www.facebook.com/SeaAlisSeafoodCo,http://instagram.com/sea.alis.seafood,Genuine MS — Raised,https://genuinems.com/directory/sea-alis-seafood-company/,2020-11-12,2026-07-15,1,,New candidate — needs independent verification,
Second Chance Brangus,MS,Gulfport,Harrison,U.S. Census geocoder from public source address,"16241 Northrup Cuevas Rd., Gulfport, MS 39503",16241,"Registered bulls, heifers, cows",(228) 234-1779,drake111@aol.com,,https://www.facebook.com/profile.php?id=100069393916031,,Genuine MS — Raised,https://genuinems.com/directory/second-chance-brangus/,2025-12-18,2026-07-15,1,,New candidate — recent authoritative profile,
Serenity Sheep Farm,MS,McComb,Pike,U.S. Census geocoder from public source address,"1200 Caston Rd, McComb, MS 39648",39648,Lamb Meat; Live Animals Sheep/Lambs,(601) 730-3503,pamdyeschmidt@gmail.com,,https://www.facebook.com/SerenitySheepFarm,,Genuine MS — Raised,https://genuinems.com/directory/serenity-sheep-farm/,2025-12-30,2026-07-15,1,Serenity Sheep Farm,Existing release row — enrich/verify,
Shaded Grove Farm Market,MS,Macon,Noxubee,U.S. Census geocoder from public source address,"2817 Douglass Rd., Macon, Mississippi 39341",39341,100% Grass-fed Beef; 100% Grass-fed Lamb; Non-GMO pasture raised Pork; Non-GMO pasture raised broilers; Non-GMO pastured laying hens,(662) 889-6628,craig@shadedgrovefarmmarket.com,https://www.shadegrovefarmmarket.com,,,Genuine MS — Raised,https://genuinems.com/directory/shaded-grove-farm-market/,2023-05-11,2026-07-15,1,Shaded Grove Farm Market,Existing release row — enrich/verify,
Shady Acres Farm,MS,West Point,Clay,U.S. Census geocoder from public source address,"633 Decker Road, West Point , Mississippi 39773",39773,beef,(662) 205-6188,shadyacresms.info@gmail.com,https://www.shadyacresms.com,https://www.facebook.com/shadyacresfarmms,,Genuine MS — Raised,https://genuinems.com/directory/shady-acres-farm/,2024-05-24,2026-07-15,1,,New candidate — needs independent verification,
Shook Creek Farm,MS,Cascilla,,,"8090 MS Hwy 35 S, Cascilla , MS 38920",38920,"Sweet Corn; Green beans; Southern peas; Lima\butter beans; Watermelon; Cantaloupe; Honeydew; Pumpkin; Garlic- hard neck, soft neck and purple stripe varieties; Lettuce - Bibb, Butter, Romaine, Salanova; Cherry Tomatoes; Tomatoes; Cucumbers - slicing and pickling; Summer and winter squash; Radishes; Basil; Other herbs; Sunflowers; Giant Zinnias",(601) 818-0256,shookcreekfarm@gmail.com,https://www.shookcreekfarm.com,,,Genuine MS — Grown,https://genuinems.com/directory/shook-creek-farm/,2025-04-22,2026-07-15,1,,New candidate — recent authoritative profile,
Shroomdom Inc. & MisBEEhaving Bee’s,MS,Poplarville,Pearl River,U.S. Census geocoder from public source address,"23 Rosenbaum Dr., Poplarville, Mississippi 39470",39470,Fresh Seasonal mushrooms cultivated & Wild; Dried Mushrooms; Fairy Dust; Field to forest Honey; Comb Honey; Pollen; Mushroom Spawn; Mushroom Growing Kits,(601) 795-2611,shroomdom38@outlook.com,,https://www.facebook.com/anthonyleilani.rosenbaum.98,,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/shroomdom-inc-misbeehaving-bees/,2023-03-20,2026-07-15,1,,New candidate — needs independent verification,
Simmons Farm Raised Catfish,MS,Yazoo City,,,"2628 Erickson Rd., Yazoo City, MS 39194",39194,Whole Catfish; Fillets; Delacata; Fillet Cuts; Nugget; Steak; Breaded Products; Hushpuppies; Breading,(662) 746-5687,info@simmonscatfish.com,http://simmonscatfish.com,https://www.facebook.com/simmonsfarmraisedcatfish/,http://instagram.com/SimmonsCatfish,Genuine MS — Raised,https://genuinems.com/directory/simmons-farm-raised-catfish/,2023-03-09,2026-07-15,1,,New candidate — needs independent verification,
Simply Dunn Honey,MS,Hattiesburg,Lamar,U.S. Census geocoder from public source address,"1051 Parker Rd, Hattiesburg, MS 39402",39402,Honey; Creamed Honey; Bees wax; Bee Hives/nucs,(601) 408-9869,grdunn1@yahoo.com,,https://www.facebook.com/profile.php?id=100086982062905,,Genuine MS — Raised,https://genuinems.com/directory/simply-dunn-honey/,2025-12-05,2026-07-15,1,,New candidate — recent authoritative profile,
Sims Farms LLC,MS,Hattiesburg,Forrest,U.S. Census geocoder from public source address,"908 Broadway Drive, Hattiesburg, MS 39401",39401,cattle; vegetables,(601) 310-2259,willie@williesimscpa.com,,,,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/sims-farms-llc/,2025-11-25,2026-07-15,1,,New candidate — recent authoritative profile,
Six Mile Farms LLC,MS,"Leland, Mississisppi",,,"3194 Tribbett Rd., Leland, Mississisppi 38756",38756,Crop to Pop Butterfly Popcorn,(662) 820-3192,sixmilefarmsllc@gmail.com,https://www.sixmilefarmsllc.com/,https://www.facebook.com/sixmilefarmsllc/,http://instagram.com/sixmilefarmsllc,Genuine MS — Grown,https://genuinems.com/directory/six-mile-farms-llc/,2024-07-08,2026-07-15,1,,New candidate — needs independent verification,
Smith’s Honey Farm LLC,MS,Petal,Perry,U.S. Census geocoder from public source address,"18 Honey Farm Lane, Petal, MS 39465",39465,Honey; Russian Queens; Russian 5-frame Nucs; Beeswax; Candles; Russian Queen Cells,(601) 583-3521,smithhoneyfarm@gmail.com,https://www.smithhoneyfarm.com/,https://www.facebook.com/smithhoneyfarm/,,Genuine MS — Raised,https://genuinems.com/directory/smiths-honey-farm-llc/,2024-05-06,2026-07-15,1,,New candidate — needs independent verification,
Southern Cross Farm,MS,Eupora,Choctaw,U.S. Census geocoder from public source address,"2800 Crow Crossing Rd., Eupora, Mississippi 39744",39744,"Grain fed beef, minimum of 1/4; Bulls for herd sire use",(662) 418-7927,drnancyjackson@gmail.com,https://www.southerncrosscattle.com/,,,Genuine MS — Raised,https://genuinems.com/directory/southern-cross-farm-2/,2025-09-09,2026-07-15,1,,New candidate — recent authoritative profile,
Southern Prairie Pet Food,MS,Macon,Noxubee,U.S. Census geocoder from public source address,"8995 Prairie Point Rd Macon MS, 39341, Macon, Mississippi 39341",39341,Catfish Burger For Pets,(662) 386-5560,sales@southernprairiepetfood.com,https://www.southernprairiepetfood.com,,,Genuine MS — Raised,https://genuinems.com/directory/southern-prairie-pet-food/,2025-06-25,2026-07-15,1,,New candidate — recent authoritative profile,
Sparrow Gardens,MS,Madison,,,"Visit Website For Bread Pick-Up Location, Madison, MS 39110",39110,Artisan Sourdough Breads; Seasonal Baked Goods; Fresh & Dried Herbs,615-962-2926,sparrowgardensms@gmail.com,https://www.hotplate.com/sparrow_gardens,https://www.facebook.com/profile.php?id=61566392412795,http://instagram.com/sparrow_gardens,Genuine MS — Grown,https://genuinems.com/directory/sparrow-gardens/,2026-05-28,2026-07-15,1,,New candidate — recent authoritative profile,
Spring Lake Berry Farm,MS,Vancleave,Jackson,PickYourOwn listing,,,blueberries |,228-826-4682,springlakeberryfarm@hotmail.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
Stormy Creek Cottage LLC,MS,Macon,Noxubee,U.S. Census geocoder from public source address,"35904 MS Highway 14 W, Macon, MS 39341",35904,Squash; Zucchini; Okra; Broccoli; Cauliflower; Eggplant; Cucumbers; Cantaloupe; Watermelon; Peppers; Tomatoes,(662) 574-8256,StormyCreekCottage@gmail.com,http://stormycreekcottage.square.site/,https://www.facebook.com/StormyCreekCottage/,http://instagram.com/StormyCreekCottage,Genuine MS — Grown,https://genuinems.com/directory/stormy-creek-cottage-llc/,2020-05-26,2026-07-15,1,,New candidate — needs independent verification,
Sumrall Farms,MS,,,,928 Way Rd,,"Sweet Corn, Cabbage, Tomatoes, Okra, Watermelons, Cantaloupes",(601) 842-3025,jeffsumrall11@yahoo.com,,,,MDAC Mississippi Farmers Market vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=154,,2026-07-15,2,,New candidate — needs independent verification,
Sunrise Honey,MS,Petal,,,"P O Box 1004, Petal , MS 39465",39465,Honey; Nucs; Pollenation; Wax; Christmas Tree Ornament (Angels),(601) 307-7188,sunrisehoney1@yahoo.com,https://sunrisebeeandhoney.com/,https://www.facebook.com/profile.php?id=100080936801819,,Genuine MS — Raised,https://genuinems.com/directory/sunrise-honey/,2026-01-12,2026-07-15,1,,New candidate — recent authoritative profile,
Sunset Oaks Farm,MS,Picayune,Pearl River,U.S. Census geocoder from public source address,"19 Wanna Be Lane, Picayune, Mississippi 39466",39466,Pasture-raised Chicken; Pasture-raised eggs; Pasture and forest raised Pork; Grass-fed and finished Beef,(662) 715-8494,robert.m.harrison20@gmail.com,,https://www.facebook.com/Sunset-Oaks-Farm-241062859302598,http://instagram.com/sunsetoaksfarm,Genuine MS — Raised,https://genuinems.com/directory/sunset-oaks-farm/,2023-03-06,2026-07-15,1,Sunset Oaks Farm,Existing release row — enrich/verify,
Superior Catfish,MS,Macon,,,"11751 Hwy 45 Macon, Macon , MS 39341",11751,Farm Raised Catfish; Breading for Catfish,(662) 726-2502,pwinn@superiorcatfish.com,https://superiorcatfish.com/,www.facebook.com/superiorcatfish,http://instagram.com/Superiorcatfish1994,Genuine MS — Raised,https://genuinems.com/directory/superior-catfish/,2026-01-05,2026-07-15,1,,New candidate — recent authoritative profile,
T & R Dairy,MS,Liberty,,,"2296 River Road , Liberty, MS 39645",39645,Cheese; Milk; Yogurt; Eggs; Produce,(601) 248-3600,dairyfarmer19@gmail.com,,https://www.facebook.com/TandRDairyFarm,,Genuine MS — Grown | Genuine MS — Raised | MDAC Mississippi Farmers Market vendors,https://genuinems.com/directory/t-r-dairy/ | https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=15,2024-05-28,2026-07-15,1 | 2,,New candidate — multi-source review,
Talson Farms,MS,Laurel,Jones,U.S. Census geocoder from public source address,"155 Charlie Green Rd., Laurel, MS 39443",39443,Christmas Trees; Hand-made Wreaths (from tree trimming); Cookies; Cupcakes,(601) 433-4794,talsonoutdoors@hotmail.com,https://talsonfarms.com/,https://www.facebook.com/talsonfarms,http://instagram.com/talsonfarms,Genuine MS — Grown,https://genuinems.com/directory/talson-farms/,2024-11-05,2026-07-15,1,,New candidate — needs independent verification,
Taylor Flower Patch,MS,Taylor,Lafayette,U.S. Census geocoder from public source address,"88 County Road 332, Taylor, MS 38673",38673,"Fresh cut flowers by arrangement of stem; Bulb flowers: daffodils, tulips, gladiolas, cana lilies, cala lilies, etc.; Potted plants: shamrocks, Christmas cactus, aloe vera, etc.; Herbs and herb bouquets",(901) 233-7180,TaylorFlowerPatch@gmail.com,https://taylorflowerpatch.com/,https://www.facebook.com/jennicampbell1127/,http://instagram.com/taylorflowerpatch2022,Genuine MS — Grown,https://genuinems.com/directory/taylor-flower-patch/,2023-09-18,2026-07-15,1,,New candidate — needs independent verification,
The Blueberry Patch,MS,Starkville,Oktibbeha,PickYourOwn listing,,,"Uses integrated pest management practices , blueberries, U-pick and already picked |",662-320-4504,Rhondaclarkhead@aol.com,,,,PickYourOwn — East Central,https://www.pickyourown.org/MSeast.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
The Farm,MS,Starkville,Oktibbeha,U.S. Census geocoder from public source address,"5733 Blackjack Rd, Starkville, MS 39759",39759,Pumpkins; Corn stalk bundles; Sunflowers; Zinnias; Hay bales; Honey,(205) 499-8071,thefarm.starkville@gmail.com,https://thefarmstarkville.ticketleap.com,https://www.facebook.com/TheFarm.Starkville/,http://instagram.com/thefarm.starkville,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/the-farm/,2023-04-10,2026-07-15,1,,New candidate — needs independent verification,
The Five Cent™,MS,Lucedale,Greene,U.S. Census geocoder from public source address,"167 Stellas Dr, Lucedale, MS 39452",39452,Farm Raised Beef; Farm Raised Pork; Farm Fresh Eggs; Seasonal Produce; Culinary Herbs,(601) 213-9359,info@thefivecent.com,https://www.thefivecent.com,https://www.facebook.com/thefivecentranch,http://instagram.com/thefivecentranch,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/the-five-cent/,2026-02-13,2026-07-15,1,The Five Cent Farm,Possible existing alias — identity review,
The Food System,MS,Lexington,,,"208 Court Square, Lexington, MS 39095",39095,Watermelon; Summer Squash; Cantaloupe; Cut Flowers,(662) 391-4091,info@thefoodsystem.org,,,,Genuine MS — Grown,https://genuinems.com/directory/the-food-system/,2024-05-06,2026-07-15,1,,New candidate — needs independent verification,
The High Heeled Hippie,MS,Clinton,Hinds,U.S. Census geocoder from public source address,"6655 Jimmy Williams Rd, Clinton, Mississippi 39056",39056,Lettuce; Tomatoes; Melons; Specialty Greens; ie. arugala; Chicories; Peppers; Southern Greens; Herbs; Carrots; Potatoes; Radishes,601-813-7288,thehighheeledhippie@hotmail.com,,https://www.facebook.com/TheHighHeeledHippie/,,Genuine MS — Grown,https://genuinems.com/directory/the-high-heeled-hippie/,2026-04-28,2026-07-15,1,,New candidate — recent authoritative profile,
The Reservation Farm,MS,Lawrence,Lawrence,U.S. Census geocoder from public source address,"413 Cub Brown Rd., Lawrence, MS 39654",39654,Better Boy Tomatoes; Big Boy Tomatoes; Celebrity Tomatoes; Cherry Tomatoes; Pink-eye Purple Hull Peas; Specked Butterbeans; Green Lima Beans; Cucumbers; Squash; Cantelope; Watermelon; Sweet Corn; Blueberries; Okra; Mustard and Turnip Greens,601-740-0152,abkkincaid78@gmail.com,,https://www.facebook.com/profile.php?id=100026635076396,,Genuine MS — Grown,https://genuinems.com/directory/the-reservation-farm/,2026-05-27,2026-07-15,1,,New candidate — recent authoritative profile,
Thirty West Farms,MS,Baldwyn,Prentiss,U.S. Census geocoder from public source address,"57 Hwy 30, Baldwyn, MS 38824",38824,Angus Bulls; Angus Steers; Angus Heifers; Hay,(662) 401-2686,thirtywestfarms@gmail.com,,https://www.facebook.com/thirtywestfarms/,http://instagram.com/thirtywestfarms,Genuine MS — Grown | Genuine MS — Raised,https://genuinems.com/directory/thirty-west-farms/,2024-12-05,2026-07-15,1,,New candidate — needs independent verification,
Thornhill Farms,MS,Poplarville,Pearl River,PickYourOwn listing,,,"Uses integrated pest management practices , blueberries, restrooms, birthday parties |",985-641-5010,intern@thornhilllawfirm.com,,,,PickYourOwn — Southeast,https://www.pickyourown.org/MSse.htm,,2026-07-15,3,,New candidate — needs independent verification,Conservative import: listing was not marked closed; confirm activity before promotion.
